SEQPLT16,PSTATABB,PNAME,ORISPL,OPRNAME,OPRCODE,UTLSRVNM,UTLSRVID,BANAME,BACODE,NERC,SUBRGN,SRNAME,ISORTO,FIPSST,FIPSCNTY,CNTYNAME,LAT,LON,PM25 Annual 150m,PM25 Winter 150m,PM25 Spring 150m,PM25 Summer 150m,PM25 Fall 150m,SO2 Annual 150m,SO2 Winter 150m,SO2 Spring 150m,SO2 Summer 150m,SO2 Fall 150m,NOX Annual 150m,NOX Winter 150m,NOX Spring 150m,NOX Summer 150m,NOX Fall 150m,NH3 Annual 150m,NH3 Winter 150m,NH3 Spring 150m,NH3 Summer 150m,NH3 Fall 150m
3084,ID,IDE 4 LLC,58970,Idaho Power Co,9191,CH4 Power Inc,58834,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,053,Jerome,42.6825,-114.628056,27447.14272,38835.76084,14058.85709,17995.3708,38886.17576,14288.00019,22923.08722,8838.114675,8632.003654,16613.39228,3370.715092,7470.340434,583.1769099,484.5462681,4547.613126,8116.14159,14797.21469,1448.274267,1492.156308,14679.84363
3085,ID,Island Park,4204,Fall River Rural Elec Coop Inc,6169,Fall River Rural Elec Coop Inc,6169,Bonneville Power Administration,BPAT,WECC,NWPP,WECC Northwest,,16,043,Fremont,44.418293,-111.395971,15037.47531,24464.43323,6967.415344,6651.788292,22056.42953,12424.16856,20462.41561,9012.530936,7099.32396,12881.97812,1333.110373,2951.714423,406.2446939,253.7647747,1681.162844,8413.923713,15597.5255,3003.606802,1426.358089,13539.25868
3086,ID,"Jackpot Solar East, LLC",60899,Idaho Power Co,9191,"Alternative Power Development Northwest, LLC",60526,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,083,Twin Falls,42.206,-114.646,19075.71317,30222.72668,9071.163944,9427.743998,27567.85021,12213.17393,20056.63827,7429.144516,7251.251969,13931.01606,1691.069344,3848.034326,387.5545783,218.863906,2216.968748,7750.628325,14936.28636,2385.88003,2008.301741,11658.98402
3087,ID,"Jackpot Solar North, LLC",60897,Idaho Power Co,9191,"Alternative Power Development Northwest, LLC",60526,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,083,Twin Falls,42.206,-114.646,19075.71317,30222.72668,9071.163944,9427.743998,27567.85021,12213.17393,20056.63827,7429.144516,7251.251969,13931.01606,1691.069344,3848.034326,387.5545783,218.863906,2216.968748,7750.628325,14936.28636,2385.88003,2008.301741,11658.98402
3088,ID,"Jackpot Solar South, LLC",60898,Idaho Power Co,9191,"Alternative Power Development Northwest, LLC",60526,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,083,Twin Falls,42.206,-114.646,19075.71317,30222.72668,9071.163944,9427.743998,27567.85021,12213.17393,20056.63827,7429.144516,7251.251969,13931.01606,1691.069344,3848.034326,387.5545783,218.863906,2216.968748,7750.628325,14936.28636,2385.88003,2008.301741,11658.98402
3089,ID,"Jackpot Solar West, LLC",60900,Idaho Power Co,9191,"Alternative Power Development Northwest, LLC",60526,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,083,Twin Falls,42.206,-114.646,19075.71317,30222.72668,9071.163944,9427.743998,27567.85021,12213.17393,20056.63827,7429.144516,7251.251969,13931.01606,1691.069344,3848.034326,387.5545783,218.863906,2216.968748,7750.628325,14936.28636,2385.88003,2008.301741,11658.98402
3090,ID,K W Company,55007,Idaho Power Co,9191,K-W Co,31431,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,083,Twin Falls,42.59483,-114.435295,28114.77068,41513.67638,14858.70344,17052.40236,39025.80169,13574.52018,23891.11033,7519.316248,7246.870086,15497.84152,2844.574643,6444.689995,497.1157286,322.0765745,3800.352314,8948.569958,17390.90872,1806.097461,1740.429573,14826.84779
3091,ID,Koyle Ranch Hydroelectric Project,10781,Idaho Power Co,9191,Koyle Hydro Inc,10363,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,047,Gooding,42.945664,-114.795698,27447.14272,38835.76084,14058.85709,17995.3708,38886.17576,14288.00019,22923.08722,8838.114675,8632.003654,16613.39228,3370.715092,7470.340434,583.1769099,484.5462681,4547.613126,8116.14159,14797.21469,1448.274267,1492.156308,14679.84363
3092,ID,Langley Gulch Power Plant,57028,Idaho Power Co,9191,Idaho Power Co,9191,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,075,Payette,43.904444,-116.819722,40525.50441,49292.8348,26624.34485,33766.44732,52413.80745,16663.96624,25458.90205,11550.30456,10897.44132,18568.04732,4245.652952,10287.93753,1009.796777,765.2724355,4694.310388,11331.6377,18977.00125,2879.918035,2905.226254,20521.51574
3093,ID,Last Chance,987,PacifiCorp,14354,PacifiCorp,14354,PacifiCorp - East,PACE,WECC,NWPP,WECC Northwest,,16,029,Caribou,42.603349,-111.705304,19166.71293,31008.68302,8950.554435,10014.76624,26682.54755,13759.57542,28153.12557,7387.927112,8129.737197,11094.74928,1445.389511,3895.136846,421.8348958,330.0978965,1104.337503,11236.50463,22356.45767,3420.362889,2013.109104,16924.56579
3094,ID,Lateral 10 Ventures,54753,Idaho Power Co,9191,Lateral 10 Ventures,10723,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,083,Twin Falls,42.647376,-114.89031,27447.14272,38835.76084,14058.85709,17995.3708,38886.17576,14288.00019,22923.08722,8838.114675,8632.003654,16613.39228,3370.715092,7470.340434,583.1769099,484.5462681,4547.613126,8116.14159,14797.21469,1448.274267,1492.156308,14679.84363
3095,ID,Little Mac Project,10049,Idaho Power Co,9191,Little Mac Power Company,54696,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,083,Twin Falls,42.629637,-114.66162,25155.58223,34984.89551,13604.717,15980.38669,36039.81131,12937.62731,21159.21051,7947.311545,7799.686032,14683.21923,2485.385255,5673.146689,535.6454055,355.0273788,3113.194249,7967.238626,14256.1455,1865.38138,1645.166535,14063.48776
3096,ID,Little Wood Hydro Project,54386,Idaho Power Co,9191,Littlewood Irrigation District,11082,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,013,Blaine,43.425228,-114.025597,17169.71215,27218.25855,7970.40594,8710.251456,24776.4101,11672.6211,17912.86578,7632.395981,8383.206862,12572.49025,1275.809527,3012.444051,312.947258,259.9001201,1473.279729,7695.289606,14848.95076,2845.696632,1729.044031,11337.38841
3097,ID,Low Line Rapids,10808,Idaho Power Co,9191,BP Hydro Associates,42806,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,083,Twin Falls,42.47711,-114.380118,28114.77068,41513.67638,14858.70344,17052.40236,39025.80169,13574.52018,23891.11033,7519.316248,7246.870086,15497.84152,2844.574643,6444.689995,497.1157286,322.0765745,3800.352314,8948.569958,17390.90872,1806.097461,1740.429573,14826.84779
3098,ID,Lower Malad,815,Idaho Power Co,9191,Idaho Power Co,9191,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,047,Gooding,42.865783,-114.906172,27447.14272,38835.76084,14058.85709,17995.3708,38886.17576,14288.00019,22923.08722,8838.114675,8632.003654,16613.39228,3370.715092,7470.340434,583.1769099,484.5462681,4547.613126,8116.14159,14797.21469,1448.274267,1492.156308,14679.84363
3099,ID,Lower No 1,7012,City of Idaho Falls - (ID),9187,City of Idaho Falls - (ID),9187,PacifiCorp - East,PACE,WECC,NWPP,WECC Northwest,,16,019,Bonneville,43.468679,-112.062499,27258.54371,41941.57585,14062.13009,17046.95099,35975.44884,15587.31717,33749.69601,7309.503753,7138.849585,13902.16263,2481.037439,7075.449314,468.4314755,339.0061342,1940.767671,11988.32106,25145.06298,2467.006943,2038.437573,18261.78077
3100,ID,Lower No 2,843,City of Idaho Falls - (ID),9187,City of Idaho Falls - (ID),9187,PacifiCorp - East,PACE,WECC,NWPP,WECC Northwest,,16,019,Bonneville,43.468398,-112.062602,27258.54371,41941.57585,14062.13009,17046.95099,35975.44884,15587.31717,33749.69601,7309.503753,7138.849585,13902.16263,2481.037439,7075.449314,468.4314755,339.0061342,1940.767671,11988.32106,25145.06298,2467.006943,2038.437573,18261.78077
3101,ID,Lower Salmon,816,Idaho Power Co,9191,Idaho Power Co,9191,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,047,Gooding,42.841608,-114.903611,27447.14272,38835.76084,14058.85709,17995.3708,38886.17576,14288.00019,22923.08722,8838.114675,8632.003654,16613.39228,3370.715092,7470.340434,583.1769099,484.5462681,4547.613126,8116.14159,14797.21469,1448.274267,1492.156308,14679.84363
3102,ID,Lucky Peak Power Plant Project,10014,Idaho Power Co,9191,Boise-Kuna Irrigation District,1932,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,001,Ada,43.528,-116.0583,34959.00704,46627.69984,21091.27516,27753.38918,44356.00165,14375.87062,21135.7716,10139.00077,11030.02267,14971.86426,2541.055388,5293.888905,653.5918647,646.4032212,3500.773596,11915.52477,22347.74492,6039.247013,3257.873121,16013.44191
3103,ID,Magic Dam Hydroelectric Project,10740,Idaho Power Co,9191,Magic Reservoir Hydroelec Inc,11495,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,013,Blaine,43.2547,-114.3569,21338.24569,32867.42274,9551.15623,11069.80346,31857.50378,12777.40032,19046.98257,7839.049909,8448.195545,15633.31699,2479.19078,4885.668258,385.0567088,282.878038,4200.593953,7923.96903,15144.55797,2158.923672,2093.846561,12276.40799
3104,ID,Mainline Windfarm,57429,Idaho Power Co,9191,Aegis Renewables LLC,57337,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,039,Elmore,43.04835,-115.412886,22838.54261,34506.97431,10267.95302,12268.69128,34304.97298,13969.39914,20850.10113,8238.473951,9513.723227,17137.34932,3117.034417,6295.284803,424.7675402,363.1406653,5168.861829,7765.765041,14898.13689,2000.915437,1735.225572,12398.6824
3105,ID,Marco Ranch,50323,Idaho Power Co,9191,Marco Power Inc,15286,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,053,Jerome,42.636558,-114.557764,25155.58223,34984.89551,13604.717,15980.38669,36039.81131,12937.62731,21159.21051,7947.311545,7799.686032,14683.21923,2485.385255,5673.146689,535.6454055,355.0273788,3113.194249,7967.238626,14256.1455,1865.38138,1645.166535,14063.48776
3106,ID,Marsh Valley Development,50972,PacifiCorp,14354,Marsh Valley Development Inc,11716,PacifiCorp - East,PACE,WECC,NWPP,WECC Northwest,,16,005,Bannock,42.625972,-112.149344,20453.89766,33351.69778,9414.476131,10909.45637,28128.30833,14390.98888,30213.35272,7149.319593,7446.048061,12473.60061,1797.848733,4976.960981,418.5419045,291.8522873,1465.671618,10413.16073,21476.79297,2848.195946,1997.813416,15112.3243
3107,ID,Meadow Creek Project Company,58106,PacifiCorp,14354,Ridgeline Energy LLC,57075,PacifiCorp - East,PACE,WECC,NWPP,WECC Northwest,,16,019,Bonneville,43.524429,-111.803921,28055.72027,43579.74245,15152.17495,17387.1898,36098.31993,13877.4856,27559.12263,7376.949068,7220.417084,13170.13648,1896.204462,4928.318647,441.9949423,325.6982681,1817.907116,12265.77181,25729.00897,3115.166669,2302.617948,17890.34613
3108,ID,Mile 28 Water Power Project,54812,Idaho Power Co,9191,Mi-28 Water Power Project LLC,12454,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,053,Jerome,42.740139,-114.161173,28114.77068,41513.67638,14858.70344,17052.40236,39025.80169,13574.52018,23891.11033,7519.316248,7246.870086,15497.84152,2844.574643,6444.689995,497.1157286,322.0765745,3800.352314,8948.569958,17390.90872,1806.097461,1740.429573,14826.84779
3109,ID,Milner Dam Wind Park LLC,56437,Idaho Power Co,9191,Idaho Wind Partners 1 LLC,56592,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,031,Cassia,42.460629,-114.017297,28114.77068,41513.67638,14858.70344,17052.40236,39025.80169,13574.52018,23891.11033,7519.316248,7246.870086,15497.84152,2844.574643,6444.689995,497.1157286,322.0765745,3800.352314,8948.569958,17390.90872,1806.097461,1740.429573,14826.84779
3110,ID,Milner Hydro,7190,Idaho Power Co,9191,Idaho Power Co,9191,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,031,Cassia,42.526786,-114.036889,28114.77068,41513.67638,14858.70344,17052.40236,39025.80169,13574.52018,23891.11033,7519.316248,7246.870086,15497.84152,2844.574643,6444.689995,497.1157286,322.0765745,3800.352314,8948.569958,17390.90872,1806.097461,1740.429573,14826.84779
3111,ID,Minidoka,6398,Bonneville Power Administration,1738,U S Bureau of Reclamation,2518,Bonneville Power Administration,BPAT,WECC,NWPP,WECC Northwest,,16,067,Minidoka,42.669899,-113.483175,20718.26773,33973.10676,9154.090893,9884.729918,29847.06111,14975.18983,29846.45472,7166.480331,7015.972572,15589.06528,2618.292633,6840.418664,413.789371,252.1475782,2826.586211,8718.099917,17939.44409,1815.835681,1696.240639,13351.09797
3112,ID,Mink Creek Hydro,10325,PacifiCorp,14354,Mink Creek Hydro Entity,6288,PacifiCorp - East,PACE,WECC,NWPP,WECC Northwest,,16,041,Franklin,42.260844,-111.665589,19282.57719,31727.9402,8561.479984,9422.929402,27402.53019,15002.89456,31890.18987,7262.067918,7386.781493,13099.92833,1772.860524,4597.797553,439.032358,276.4505617,1749.902993,10859.46992,22032.35859,3202.504238,2148.055401,15820.33804
3113,ID,Mora Drop Hydroelectric Project,56498,Idaho Power Co,9191,Boise-Kuna Irrigation District,1932,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,001,Ada,43.460012,-116.47254,64473.4175,77474.19159,45159.71393,54910.78929,80330.90502,14797.22412,20525.20583,11347.41285,11070.27753,16116.01631,3558.632508,7683.911142,1115.325377,804.5673299,4435.577876,18996.40677,32969.2429,6677.743542,6946.934719,29356.33011
3114,ID,Mountain Home,56636,Idaho Power Co,9191,"Hot Springs Windfarm, LLC",55891,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,039,Elmore,43.0272,-115.4656,22838.54261,34506.97431,10267.95302,12268.69128,34304.97298,13969.39914,20850.10113,8238.473951,9513.723227,17137.34932,3117.034417,6295.284803,424.7675402,363.1406653,5168.861829,7765.765041,14898.13689,2000.915437,1735.225572,12398.6824
3115,ID,Moyie Springs,6506,City of Bonners Ferry,1956,City of Bonners Ferry,1956,Bonneville Power Administration,BPAT,WECC,NWPP,WECC Northwest,,16,021,Boundary,48.7339,-116.1752,19293.33814,28801.8178,9958.029646,11708.56374,26686.77519,17191.2653,26443.84542,11814.65049,11423.54551,18600.17751,2079.434564,5687.116714,572.8777567,416.9055813,1613.923684,9892.97419,16257.26615,3879.80678,3003.149845,16407.15458
3116,ID,"Mt. Home Solar 1, LLC",59695,Idaho Power Co,9191,"Mt. Home Solar 1, LLC",59469,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,039,Elmore,43.129,-115.752,25316.7001,36318.18905,12535.58065,14134.41879,38256.82316,13906.30447,20305.13473,8629.637654,8634.474873,17880.93073,3241.618868,7041.145983,483.3230484,261.1792432,4974.389703,8447.051623,14867.61714,2316.881964,3226.193218,13354.08517
3117,ID,Murphy Flat Solar,60009,Idaho Power Co,9191,"Murphy Flat Power, LLC",59755,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,073,Owyhee,43.213,-116.439,33724.78932,47661.74284,18138.18302,19986.71801,49096.83584,14809.80369,21282.64595,9801.398739,9405.972106,18566.03609,3495.516713,7803.0849,670.329961,346.1433285,5003.073841,11299.12531,20008.0308,3376.854359,4310.944145,17493.32445
3118,ID,Notch Butte Hydro,50718,Idaho Power Co,9191,Notch Butte Hydro Co Inc,22696,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,063,Lincoln,42.954384,-114.462563,25900.25261,41133.30455,12120.69321,13822.98942,36509.55968,13901.74628,24491.47944,7903.736263,7331.677172,15692.74299,2743.52666,7395.21126,432.0833231,250.6663869,2713.405887,9036.790668,18112.48243,1823.652413,2079.026223,14102.01054
3119,ID,Oneida,829,PacifiCorp,14354,PacifiCorp,14354,PacifiCorp - East,PACE,WECC,NWPP,WECC Northwest,,16,041,Franklin,42.267774,-111.748531,21240.02339,34465.07897,10104.65444,10743.08092,29632.13607,14884.15677,31560.48328,7251.00514,6897.952727,13512.41402,2001.656632,5396.569178,476.745882,256.5813439,1832.861872,10467.09834,21220.65194,2800.992077,2130.918594,15499.3969
3120,ID,Orchard Ranch Solar,60010,Idaho Power Co,9191,"Orchard Ranch Solar, LLC",59756,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,001,Ada,43.467,-116.285,64473.4175,77474.19159,45159.71393,54910.78929,80330.90502,14797.22412,20525.20583,11347.41285,11070.27753,16116.01631,3558.632508,7683.911142,1115.325377,804.5673299,4435.577876,18996.40677,32969.2429,6677.743542,6946.934719,29356.33011
3121,ID,Oregon Trail Wind Park,56439,Idaho Power Co,9191,Idaho Wind Partners 1 LLC,56592,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,083,Twin Falls,42.840556,-114.989722,27447.14272,38835.76084,14058.85709,17995.3708,38886.17576,14288.00019,22923.08722,8838.114675,8632.003654,16613.39228,3370.715092,7470.340434,583.1769099,484.5462681,4547.613126,8116.14159,14797.21469,1448.274267,1492.156308,14679.84363
3122,ID,Palisades Dam,850,Bonneville Power Administration,1738,U S Bureau of Reclamation,2518,Bonneville Power Administration,BPAT,WECC,NWPP,WECC Northwest,,16,019,Bonneville,43.334849,-111.205752,18164.01542,28705.08783,8795.785421,9436.315393,25709.96291,12867.9841,23750.92038,7844.062193,7769.561792,11865.41138,1349.964475,3281.684262,401.1972835,292.2057408,1389.618078,9647.479086,18541.26819,3203.509159,1982.457821,14770.93315
3123,ID,Payne's Ferry,57124,Idaho Power Co,9191,Idaho Wind Partners 1 LLC,56592,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,083,Twin Falls,42.825278,-115.010833,22706.93745,33472.64655,10622.00849,12041.15209,34669.93748,13436.86879,21185.25857,8176.003,7842.445208,16324.44747,2863.29564,6990.611966,457.0903783,268.2361577,3471.262876,7188.045173,12658.92218,1530.02339,1936.795062,12580.96213
3124,ID,Pilgrim Stage Wind Park,56440,Idaho Power Co,9191,Idaho Wind Partners 1 LLC,56592,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,083,Twin Falls,42.7975,-114.998611,27447.14272,38835.76084,14058.85709,17995.3708,38886.17576,14288.00019,22923.08722,8838.114675,8632.003654,16613.39228,3370.715092,7470.340434,583.1769099,484.5462681,4547.613126,8116.14159,14797.21469,1448.274267,1492.156308,14679.84363
3125,ID,Plummer Cogen,55090,Avista Corp,20169,Stimson Lumber Company,54900,Avista Corporation,AVA,WECC,NWPP,WECC Northwest,,16,009,Benewah,47.331006,-116.890352,47409.87648,56764.27183,30062.26871,40076.87287,62730.63547,17959.67767,22394.12704,12005.49406,12234.30204,24933.98234,4436.368477,7562.022982,1086.656006,871.0056668,8115.736674,13846.80697,22058.89569,5217.124615,4290.153462,23818.55206
3126,ID,Pocatello Solar,59696,Idaho Power Co,9191,"Pocatello Solar 1, LLC",59470,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,005,Bannock,42.919,-112.608,27690.46441,42143.32639,14738.24039,16793.65927,37081.49943,15132.97367,31302.9289,7355.098549,7580.435891,14076.63324,2172.226256,5859.628463,468.6488216,306.1007901,2000.600921,12668.85846,26222.24601,3309.913395,2651.538982,18409.50369
3127,ID,Post Falls,835,Avista Corp,20169,Avista Corp,20169,Avista Corporation,AVA,WECC,NWPP,WECC Northwest,,16,055,Kootenai,47.703333,-116.953889,79615.28792,89100.7499,57524.06474,77291.68492,94513.97992,19388.6532,23453.81819,14825.876,14375.94353,24586.39251,4855.168094,9087.654304,1738.52659,1422.796221,7089.21565,22269.39198,36573.05118,9380.701636,7736.385693,35326.1396
3128,ID,Power County Wind Park North,57761,PacifiCorp,14354,Power County Wind Park North LLC,57069,PacifiCorp - East,PACE,WECC,NWPP,WECC Northwest,,16,077,Power,42.738889,-112.748611,21323.52968,34168.44998,9826.324545,10913.63145,30375.19157,15678.21755,32737.33446,7047.721961,7173.211071,15507.25854,2511.494686,6628.692369,417.0443615,257.8042176,2650.773431,9633.803157,20007.12163,2061.312697,1742.000385,14628.99229
3129,ID,Power County Wind Park South,57760,PacifiCorp,14354,Power County Wind Park South LLC,57068,PacifiCorp - East,PACE,WECC,NWPP,WECC Northwest,,16,077,Power,42.703333,-112.757778,21323.52968,34168.44998,9826.324545,10913.63145,30375.19157,15678.21755,32737.33446,7047.721961,7173.211071,15507.25854,2511.494686,6628.692369,417.0443615,257.8042176,2650.773431,9633.803157,20007.12163,2061.312697,1742.000385,14628.99229
3130,ID,Raft River Geothermal Power Plant,56317,Raft Rural Elec Coop Inc,22814,US Geothermal Inc.,50147,Bonneville Power Administration,BPAT,WECC,NWPP,WECC Northwest,,16,031,Cassia,42.099417,-113.38245,18880.36768,30756.58716,8393.099558,8734.491206,27624.41111,14730.36651,28779.39647,7659.038176,7260.33708,14861.71216,2029.829728,5243.964644,440.2931761,244.3281692,2129.358912,8923.663718,17759.35048,2433.102287,1822.070082,13619.06855
3131,ID,Rathdrum Combustion Turbine Project,7456,Avista Corp,20169,Avista Corp,20169,Avista Corporation,AVA,WECC,NWPP,WECC Northwest,,16,055,Kootenai,47.80427,-116.867312,57409.1759,68903.29629,40461.39228,50230.89011,70025.112,18757.23426,24186.70834,14145.30518,13369.28713,22957.21881,3924.279986,7541.189357,1338.720512,1057.718888,5708.165894,17531.18057,29754.90513,8065.017491,5854.932289,26433.39009
3132,ID,"Rathdrum Power, LLC",55179,Bonneville Power Administration,1738,"Rathdrum Operating Services Co., Inc.",15708,Avista Corporation,AVA,WECC,NWPP,WECC Northwest,,16,055,Kootenai,47.7858,-116.9203,57409.1759,68903.29629,40461.39228,50230.89011,70025.112,18757.23426,24186.70834,14145.30518,13369.28713,22957.21881,3924.279986,7541.189357,1338.720512,1057.718888,5708.165894,17531.18057,29754.90513,8065.017491,5854.932289,26433.39009
3133,ID,Rock Creek Dairy,58142,Idaho Power Co,9191,New Energy One LLC,58098,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,083,Twin Falls,42.500278,-114.615,25155.58223,34984.89551,13604.717,15980.38669,36039.81131,12937.62731,21159.21051,7947.311545,7799.686032,14683.21923,2485.385255,5673.146689,535.6454055,355.0273788,3113.194249,7967.238626,14256.1455,1865.38138,1645.166535,14063.48776
3134,ID,Rock Creek I,50987,Idaho Power Co,9191,Shorock Hydro Inc,17150,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,083,Twin Falls,42.632483,-114.538769,25155.58223,34984.89551,13604.717,15980.38669,36039.81131,12937.62731,21159.21051,7947.311545,7799.686032,14683.21923,2485.385255,5673.146689,535.6454055,355.0273788,3113.194249,7967.238626,14256.1455,1865.38138,1645.166535,14063.48776
3135,ID,Rock Creek II,10809,Idaho Power Co,9191,BP Hydro Associates,42806,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,083,Twin Falls,42.620724,-114.531489,25155.58223,34984.89551,13604.717,15980.38669,36039.81131,12937.62731,21159.21051,7947.311545,7799.686032,14683.21923,2485.385255,5673.146689,535.6454055,355.0273788,3113.194249,7967.238626,14256.1455,1865.38138,1645.166535,14063.48776
3136,ID,Rockland Wind Farm,57766,Idaho Power Co,9191,Ridgeline Energy LLC,57075,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,077,Power,42.674722,-112.901944,21323.52968,34168.44998,9826.324545,10913.63145,30375.19157,15678.21755,32737.33446,7047.721961,7173.211071,15507.25854,2511.494686,6628.692369,417.0443615,257.8042176,2650.773431,9633.803157,20007.12163,2061.312697,1742.000385,14628.99229
3137,ID,Rupert Cogen Project,54579,Bonneville Power Administration,1738,Energy Operations Group,50026,Bonneville Power Administration,BPAT,WECC,NWPP,WECC Northwest,,16,067,Minidoka,42.6056,-113.6839,26216.94724,39402.33021,13513.06163,16310.16115,35632.16302,14563.74669,26890.7138,7970.361084,7918.305813,15295.09443,2844.260145,6761.641566,542.7922034,408.8912785,3405.441619,9050.298337,18174.80553,1809.608458,1504.29666,14666.55558
3138,ID,Ryegrass Windfarm,57427,Idaho Power Co,9191,Aegis Renewables LLC,57337,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,039,Elmore,43.037147,-115.439731,22838.54261,34506.97431,10267.95302,12268.69128,34304.97298,13969.39914,20850.10113,8238.473951,9513.723227,17137.34932,3117.034417,6295.284803,424.7675402,363.1406653,5168.861829,7765.765041,14898.13689,2000.915437,1735.225572,12398.6824
3139,ID,S E Hazelton A,50896,Idaho Power Co,9191,"Enel Green Power NA, Inc.",59380,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,053,Jerome,42.586701,-114.067537,28114.77068,41513.67638,14858.70344,17052.40236,39025.80169,13574.52018,23891.11033,7519.316248,7246.870086,15497.84152,2844.574643,6444.689995,497.1157286,322.0765745,3800.352314,8948.569958,17390.90872,1806.097461,1740.429573,14826.84779
3140,ID,Salmon Diesel,817,Idaho Power Co,9191,Idaho Power Co,9191,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,059,Lemhi,45.183368,-113.885307,15945.75057,24608.54433,7485.685464,7949.480244,23717.45484,11003.66173,13512.85281,9134.674439,7274.093581,13893.58174,1181.850404,2331.957686,292.9333377,169.0955712,1857.349883,6967.611351,11628.27643,3318.310814,2898.55448,10023.77991
3141,ID,Salmon Falls Wind Park,56441,Idaho Power Co,9191,Idaho Wind Partners 1 LLC,56592,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,083,Twin Falls,42.681944,-114.989167,22706.93745,33472.64655,10622.00849,12041.15209,34669.93748,13436.86879,21185.25857,8176.003,7842.445208,16324.44747,2863.29564,6990.611966,457.0903783,268.2361577,3471.262876,7188.045173,12658.92218,1530.02339,1936.795062,12580.96213
3142,ID,Sawtooth Wind Project,57749,Idaho Power Co,9191,Idaho Winds LLC,57041,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,039,Elmore,42.982222,-115.393333,22838.54261,34506.97431,10267.95302,12268.69128,34304.97298,13969.39914,20850.10113,8238.473951,9513.723227,17137.34932,3117.034417,6295.284803,424.7675402,363.1406653,5168.861829,7765.765041,14898.13689,2000.915437,1735.225572,12398.6824
3143,ID,Shoshone Falls,818,Idaho Power Co,9191,Idaho Power Co,9191,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,053,Jerome,42.5975,-114.4033,28114.77068,41513.67638,14858.70344,17052.40236,39025.80169,13574.52018,23891.11033,7519.316248,7246.870086,15497.84152,2844.574643,6444.689995,497.1157286,322.0765745,3800.352314,8948.569958,17390.90872,1806.097461,1740.429573,14826.84779
3144,ID,Simcoe Solar,60748,Idaho Power Co,9191,Simcoe Solar,60448,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,039,Elmore,43.288439,-115.955371,29216.47164,41722.28156,14386.92817,17558.27117,43197.48559,14601.83452,21479.17961,9724.674399,10647.33348,16353.29513,2797.483605,6221.976912,531.8688697,440.176396,3898.917621,10299.5788,19649.11689,3597.170231,2595.731795,15348.82623
3145,ID,Simplot Leasing Don Plant,50274,Idaho Power Co,9191,Simplot Leasing Corp,17191,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,16,005,Bannock,42.908412,-112.52944,27690.46441,42143.32639,14738.24039,16793.65927,37081.49943,15132.97367,31302.9289,7355.098549,7580.435891,14076.63324,2172.226256,5859.628463,468.6488216,306.1007901,2000.600921,12668.85846,26222.24601,3309.913395,2651.538982,18409.50369
